doc_id,ref,sent_index,sentence_text,canonical_duty_id
mobility-force-aviator-27bd37197c,2.5,33,Monitors control panel for proper operation of equipment during air refueling and advises receiver pilot of actions required to safely maintain position within the air-refueling envelope.,f0c55ce09ec1dbdbf315e7f92c36b3babf2a61f4
mobility-force-aviator-27bd37197c,2.5,34,Keeps tanker pilot informed as to progress of air refueling operations.,442a913fed2cb707708c26e17ffee248924267b1
mobility-force-aviator-27bd37197c,2.5,35,Performs emergency operations and procedures as required for emergency off-load and on-load of fuel.,14234ca3d6201dd6b8d681fb4f4c67efd3769c42
mobility-force-aviator-27bd37197c,2.6,36,Ensures availability of fleet service equipment and receives and stows in-flight meals.,3b4bdd7d4f75f695447e2ff6411b42484357ffc9
mobility-force-aviator-27bd37197c,2.6,37,"Accomplishes passenger briefings to include the use of emergency equipment, evacuation procedures, and border clearance requirements.",a62e2d3c4b4f0aad358cbb1a92fdf67de6e5d835
mobility-force-aviator-27bd37197c,2.6,38,Demonstrates the use of passenger emergency oxygen systems and life vests.,1a6bd173f2807b22588a906718b49e284c39156e
mobility-force-aviator-27bd37197c,2.6,39,Supervises passengers in-flight.,1350e990334e6f5baadd7f02f4110fc6eab50dd4
mobility-force-aviator-27bd37197c,2.6,40,Performs jumpmaster duties.,1d5fd641a23d89744941192b13d0f0666a408d9b
mobility-force-aviator-27bd37197c,2.7,41,Conducts cargo and personnel airdrops according to directives.,91ef5a55bbbf61d529ccbb11935fb43439c3490f
mobility-force-aviator-27bd37197c,2.7,42,Attaches extraction parachutes to cargo and platforms.,2794da765affeec379bddd7871f91e965bd2232a
mobility-force-aviator-27bd37197c,2.7,43,"Inspects cargo and platforms, extraction systems and connects static lines.",7925472a9855e5bf8f343ece6ebe7cbc88ad73c0
mobility-force-aviator-27bd37197c,2.7,44,"Checks tiedowns, parachutes, containers, suspension systems, and extraction systems to ensure proper cargo extraction or release.",109879e5d89cda52585852542764b326fe25e125
mobility-force-aviator-27bd37197c,2.7,45,Operates aircraft airdrop systems and supervises cargo and paratroopers exiting the aircraft.,ee00c3f1c4b3f1600217b21ec560ea34b421a16f
special-mission-aviator-ca90ad358d,2.1,0,"Performs pre-flight, thru-flight, post-flight, and operational checks/inspection of aircraft electrical, propulsion, hydraulic, pneumatic, environmental, emergency and flight control systems in accordance with applicable flight manuals.",29407f6a766cc6069c24ce2241ad42a3eae0acba
special-mission-aviator-ca90ad358d,2.1,1,"Computes and certifies aircraft performance/weight and balance data for takeoff, in-flight, cruise, and landing for mission execution.",49892072a2280b733a01c562b8558052163c99f8
special-mission-aviator-ca90ad358d,2.1,2,Configures aircraft in accordance with mission determination.,42f2a2be78dbcbc7ad88df6435f8d204968f87f9
special-mission-aviator-ca90ad358d,2.1,3,Coordinates logistical support.,6ceae53c87cc056af264b344177ac0fe6cb967f5
special-mission-aviator-ca90ad358d,2.1,4,Operates and monitors engine and aircraft systems controls and indicators.,cb372b16bf06bed9590bcd666665838898591e9a
special-mission-aviator-ca90ad358d,2.1,5,"Performs engine starts, and monitors run-up, flight operations, and engine shutdown.",ec991dd163a864a429068b5e1251e4c0db3488e1
special-mission-aviator-ca90ad358d,2.1,6,"Operates engine controls, aircraft systems, such as electric, communication, navigation, hydraulic, pneumatic, fuel, air conditioning, pressurization, ventilation, and auxiliary power unit.",2fec395bb31c3bba1172569626215d8117200812
special-mission-aviator-ca90ad358d,2.1,7,"Observes aircraft systems, instrumentations, and warning indicators for malfunctions.",598a8ef1575ca79a9be9295f78d728e77d39f3b9
special-mission-aviator-ca90ad358d,2.1,8,"Analyzes malfunctions, determines aircraft status/mission impact, and applies decisive actions in accordance with flight manuals, and applies risk mitigation to return systems within tolerable operation for mission success.",72feb2df7cb3269bef4ae051fe8bbbae584233d8
special-mission-aviator-ca90ad358d,2.1,9,"Maintains aircraft flight record and maintenance status forms, and records flight logs and reports.",202462e70554b746849bde379f81a80fdc7cc0d2
special-mission-aviator-ca90ad358d,2.1,10,"Performs non-scheduled minor aircraft maintenance, inspections, field repair, and servicing of fuel, oil, and hydraulic fluid.",2185f62888c5fac68f7af97cd0da661644e660ce
special-mission-aviator-ca90ad358d,2.1,11,Operates and monitors in-flight refueling systems and operations.,af0cddeaff599d113db521e2474b760c2c53757d
special-mission-aviator-ca90ad358d,2.1,12,Performs flight testing and functional check flight following aircraft maintenance of aircraft system upgrades.,2956b7f7439f6c29305fed77f8998c417b303237
special-mission-aviator-ca90ad358d,2.1,13,"Manages/conducts/completes aircraft checklists for takeoff/landing, ground/air refueling operations, alternate insertion/extraction, military freefall, aerial gunnery, cargo loading, and aircraft malfunctions/emergency procedures.",ced8b9f47c12f822c10a67ed9e9b138a63d15426
special-mission-aviator-ca90ad358d,2.2,14,Operates mission planning systems and software.,c2bdff003904b8a5b76c716c94a822208500c0b7
special-mission-aviator-ca90ad358d,2.2,15,"Collaborates with crewmembers to generate mission plans through analysis and determination of fuel loads and mission requirements, plotting flight routes, considering airspeed, distance, method of navigation, altitudes, weather conditions, threats, and terrain.",6c0009c5908a78e08ef680327ffd6b17cbad4e05
special-mission-aviator-ca90ad358d,2.2,16,"Manages mission and advises crewmembers of ongoing mission status, aircraft capabilities, calculating time-on-target, changes to flight plans, and correcting deviations.",0c84acdd378f6c633f9b63b44fd22af569ba611f
special-mission-aviator-ca90ad358d,2.2,17,"Monitors the aircraft's altitude, airspeed, fuel consumption, weather/terrain-following radar information, and weapon/defensive systems status during all phases of flight.",d5e5849df2baf61169eae359a8b2fd4cb035746e
special-mission-aviator-ca90ad358d,2.2,18,"Monitors adherence to, transmits and receives air traffic clearances, arrival/departure procedures, and joint force command and control mission directives.",8e3b727207f18e0d1472fc400f4a78630807eaea
special-mission-aviator-ca90ad358d,2.2,19,Performs inspections and operational checks of aircraft defensive systems according to flight manual procedures.,8df46c8f2b316e68b75c401c0c320c20961439e0
special-mission-aviator-ca90ad358d,2.2,20,"Identifies and counters air defense systems such as: radar, infrared, and optically guided surface-to-air missiles, antiaircraft artillery; operates radar jamming, chaff/flares, and directs aircraft evasive maneuvers to deceive/defeat potential threats.",560df524085403e743622d32bee4b2eaff3e1935
special-mission-aviator-ca90ad358d,2.3,21,"Inspects and operates airborne communications, various sensor systems, radar, computers, Electronic Protection, and Electronic Warfare systems.",882e47b80b49403ee53d2727b5e2ea15b444d887
special-mission-aviator-ca90ad358d,2.3,22,Determines optimum airborne equipment settings based on computer-generated console situation and tabular displays.,f72d8b1e615642fd8cc3393810868e2d984ecca5
special-mission-aviator-ca90ad358d,2.3,23,Inspects and operates aircraft secure radios and sensor systems according to flight manual procedures.,b87a4b9669ea7651492c0f7b8cb84d7c54d5c067
special-mission-aviator-ca90ad358d,2.3,24,"Loads classified operating parameters/cryptologic keys, troubleshoots, and operates radar frequency countermeasure systems, infrared countermeasure systems, over the horizon threat/survivor advisory systems, missile warning systems, forward-looking infrared radar, satellite/frequency-hopping/secured communications systems and complex add-on mission systems that provide encrypted communications, full motion video and situational awareness suites.",e1d84cb64864b9be7443420e5c17c251fda87a13
special-mission-aviator-ca90ad358d,2.4,25,Performs pre-flight visual inspections and operational checks of aircraft cargo/airdrop systems in accordance with applicable flight manuals.,d5b57d7781fcc0da7c894dd99988c162eda81578
special-mission-aviator-ca90ad358d,2.4,26,"Develops the cargo loading plan, considering the quantity, weight and configuration of the load, floor capacity, emergency jettison requirements, and proper location in the cargo compartment to achieve optimum center of gravity throughout the flight, reviews load plans and cargo documentation.",92b050ca061b1f7a3dcd441841b58499e898b8e4
special-mission-aviator-ca90ad358d,2.4,27,"Determines and verifies passenger, cargo, fuel, and emergency and special equipment distribution and weight.
25 DAFECD, 30 Apr 25 Loads cargo/vehicles/personnel, ensures restraint/security is provided to prevent shifting in flight and conducts air and ground infiltration and exfiltration operations to include aerial delivery of personnel and equipment and cargo sling operations.",a086bcc8d193e28e64ca2ee3a04988679683411e
special-mission-aviator-ca90ad358d,2.4,28,"Computes the proper positioning of the aircraft to drop cargo or personnel, considering conditions at the drop zone and parachute aerodynamics to determine release point in mission planning and in-flight.",45c21c032cfdc12e5d1d17c7661cc451dc2262a4
special-mission-aviator-ca90ad358d,2.4,29,Conducts cargo and personnel airdrops according to directives.,91ef5a55bbbf61d529ccbb11935fb43439c3490f
special-mission-aviator-ca90ad358d,2.4,30,Attaches extraction parachutes to cargo and platforms.,2794da765affeec379bddd7871f91e965bd2232a
special-mission-aviator-ca90ad358d,2.4,31,"Inspects cargo and platforms, extraction systems and connects static lines.",7925472a9855e5bf8f343ece6ebe7cbc88ad73c0
special-mission-aviator-ca90ad358d,2.4,32,"Checks tie downs, parachutes, containers, suspension systems, and extraction systems to ensure proper cargo extraction or release.",a900298e369e5d55fb3f2c5016895fd97b9b4a98
special-mission-aviator-ca90ad358d,2.4,33,Operates aircraft airdrop systems and supervises cargo and paratroopers exiting the aircraft.,ee00c3f1c4b3f1600217b21ec560ea34b421a16f
special-mission-aviator-ca90ad358d,2.4,34,Receives and signs receipts for and stows in-flight meals.,f4d723d47159f7e6ee219edf2923175ea2889749
special-mission-aviator-ca90ad358d,2.4,35,Ensures availability of fleet service equipment and passenger comfort items.,0af4e29018af37563318620f6478c8ffb3cae27f
special-mission-aviator-ca90ad358d,2.4,36,Completes required aircraft forms documentation and border clearance requirements.,833d4c1247e6e0239cfb449f5f09ff5548c7d043
special-mission-aviator-ca90ad358d,2.4,37,"Serves as the pilot's liaison interfacing with passengers, military support agencies and foreign clearance organizations such as customs and agricultural officials.",250d07b99aca451841803d2dbe9483a0f83d9da6
special-mission-aviator-ca90ad358d,2.5,38,Performs pre-flight visual inspections and operational checks of aircraft weapons systems in accordance with applicable flight manuals.,20358bfdfdf780bfcf3f2553f7f3c709a26200cf
special-mission-aviator-ca90ad358d,2.5,39,Performs in-flight maintenance of airborne weapons systems and associated equipment.,fab360bb11df100e8b3a9a2234d9b31ad87bb473
special-mission-aviator-ca90ad358d,2.5,40,Applies decisive actions to restore malfunctioning systems to operational condition.,510a63bac9e3752d24aad58b3d7d356ca016da2b
special-mission-aviator-ca90ad358d,2.5,41,"Loads, operates, and positions crew-served weapons and ammunition types for a variety of aircraft.",1a50a445e39c45791c2f844b4366968a6efa7a2c
special-mission-aviator-ca90ad358d,2.5,42,"Performs hot armament procedures, loading armament and pyrotechnics.",fe3cd266628e281e4459f002a86ad8cda4866048
special-mission-aviator-ca90ad358d,2.5,43,Uses extensive knowledge of ballistic characteristics to ensure maximum economy of force and target effectiveness.,a4818bd94b59c3e9c3b41314f4c12c5912196b79
special-mission-aviator-ca90ad358d,2.6,44,"Performs pre-flight visual inspections and operational checks of alternate insertion/extraction, hoist, cargo sling and fire-fighting systems in accordance with flight manual procedures.",5427e08064057b34bbc233dcdc70018430f00078
special-mission-aviator-ca90ad358d,2.6,45,"Acts as a day or night scanner, advising the crew of threats and obstacles during approach, landing, and hovering flight.",818f2770a0c6f96b49c4089f013b18da622c6aba
special-mission-aviator-ca90ad358d,2.6,46,"Clears path and directs the aircraft position changes to ensure safe landing/insertion/extraction over water, unprepared surfaces, confined urban areas, firefighting, aerial gunnery, and on ships underway.",fbdfbb91657aaed7c4b3476a793a919fd402eeaf
special-mission-aviator-ca90ad358d,2.6,47,"Conducts/operates alternate insertion/extraction equipment to include fast rope, rope ladder, rappel systems and rescue hoist.",7ddf856058680b55a215d943debe02c45689e314
special-mission-aviator-ca90ad358d,2.6,48,"Acts as a safetyman for personnel deployment and recovery operations with rappel, fast rope, rope ladder, boat-drop, and paradrop.",ff0a08a4de447bab69c999f25c2d4d3d1ac4eb57
e-mc-130j-acd14fd33b,2.1,0,"2.1 Duties include operating, maintaining, repairing, and testing airborne and RPA systems to include communications, electro-optical sensors, radar, computers, navigation, electronic warfare (EW), tactical datalinks, electromagnetic spectrum operations (EMSO) and airborne network systems.",5c2817ab8941073383489e49afb160cdb6b417de
e-mc-130j-acd14fd33b,2.1,1,"Collects and interprets mission data, employs sensors to actively and/or passively acquire, track, and monitor airborne, maritime, and ground objects.",4b43ebad685a7f33d37bbdb82729bba37b57f10a
e-mc-130j-acd14fd33b,2.1,2,"Mission types may include air interdiction (AI), air operations in maritime surface warfare (AOMSW), close air support (CAS), personnel recovery (PR), and conducts intelligence, surveillance and reconnaissance (ISR).
2.2 Supports air and ground-based operations to validate targets and threats using various sensors, systems, and munitions to conduct multiple mission sets.",cbf2ad156ad6e429ce6d2df616977b41b1801af4
e-mc-130j-acd14fd33b,2.1,3,Monitors radio communications and analyzes intelligence data to direct aircraft position to assist in navigation and fire control planning.,8cb579336f4fee4e14ca1f62bb226cdb3652114e
e-mc-130j-acd14fd33b,2.1,4,"Interprets charts, imagery, and video data supporting relay of information to various agencies to provide real-time mission data, threat, and target updates.",d97010f20908e83e5f9c790a2054569c37c474a0
e-mc-130j-acd14fd33b,2.1,5,"Coordinates with airborne, ground, and maritime agencies in relaying identification data of operational targets or threats.
2.3 Plans and operates datalink operations for the area of responsibility to create a single integrated common operating picture.",7fbf27b6ef49ae5e25fcd37404784077e934b4c9
e-mc-130j-acd14fd33b,2.1,6,"Performs surveillance, identification, tactical data link, and data management functions.",eaf8eaff4136c8f85ca1df8331dee61786ddbeb6
e-mc-130j-acd14fd33b,2.1,7,Interprets radar data presentation to generate console displays.,25e91daf3cff63a28a6b8c7195cfb8332fcb0fb6
e-mc-130j-acd14fd33b,2.1,8,Compares and reports track positions based on flight data.,c74e835e0d1d71239ebba71560c07a3b3e45fd4e
e-mc-130j-acd14fd33b,2.1,9,"Maintains logs, forms, and database files of aircraft and missions.
2.4 Performs interior and exterior aircraft scanner duties.",9557b2f2795ca6711081b8cdb4d7da8f2d819e30
e-mc-130j-acd14fd33b,2.1,10,Performs and supervises operations and maintenance of airborne mission equipment.,678f82f5501444cd72269009a68ce26e2339847a
e-mc-130j-acd14fd33b,2.1,11,Establishes and maintains voice and data communications circuits and links.,59cdff42e9c3fefc829a7313eaf6c046ba19c173
e-mc-130j-acd14fd33b,2.1,12,"Manages systems including radio, audio distribution, switching, data, cryptologic, anti-jam, satellite communications, radar, identification friend or foe, recording and playback, multiplex, intercept, analysis, recording, broadcasting, imaging, computer, and network equipment (including ancillary equipment).",f06595a2486ffb487abf71a0b6e0c50bf4683fa5
e-mc-130j-acd14fd33b,2.1,13,Monitors mission equipment status and troubleshoots malfunctions.,c9f3104331af81de7f642321586bc600c27cc824
e-mc-130j-acd14fd33b,2.1,14,"Configures systems for mission control and monitors aircraft, ensuring adherence to procedural checklists and regulations.",fca023dc43e12a9b75ccb9f4b877478ff881c472
e-mc-130j-acd14fd33b,2.1,15,Responsible for crew and passenger safety.,b232d3dc5adb735d40b0662e521b95c36db2e4fb
e-mc-130j-acd14fd33b,2.1,16,Reports aircraft status to the aircraft commander.,302bb49c1420a6ba8c726ca13d96d4f47d47b2fa
e-mc-130j-acd14fd33b,2.1,17,"May also complete required aircraft servicing in austere locations.
2.5 Establishes and directs aircrew training.",36de6bc6bbef3d97be25adc3b6a42c2277a26ad1
e-mc-130j-acd14fd33b,2.1,18,"Supervises, instructs and evaluates aircrew members.",6aea8b77f28f167efc6b5828ebace4f9936e585b
e-mc-130j-acd14fd33b,2.1,19,"Develops instruction for equipment operations, maintenance, and troubleshooting, ensuring standardized procedures.",99bedae9b85c9ccad13b329d1ebac256d3074fd8
e-mc-130j-acd14fd33b,2.1,20,"Identifies training needs, oversees training programs, validates instructional methods and arranges remedial and continuation training.
2.6 Manages operational and maintenance functions.",31fd99ae1f07c81c3a48ba89106330722832e53c
e-mc-130j-acd14fd33b,2.1,21,"Maintains records, solves complex operational problems, and recommends maintenance and operational enhancements.",2fe29f40c19d9b0f980d91eb3b0ec4f3ac2732ec
e-mc-130j-acd14fd33b,2.1,22,"Advises developers on system operations and maintenance to support acquisition, development, and updates of aircraft systems.",d573169a6d4358b235faad0c262a93879ed183f7
sel-airborne-intelligence-surveillance-and-reconnaissance-e98612e433,2.1,0,"Leads, manages, and directs personnel in support of Airborne ISR operations including development, exploitation, evaluation, and production of intelligence information and the dissemination of products to support warfighting operations and other activities.",ff78c5ddd44319868ff286d825acd2c831eb2afa
sel-airborne-intelligence-surveillance-and-reconnaissance-e98612e433,2.2,1,"Monitors mission readiness, personnel health, training, certifications, and evaluations to identify gaps that may affect mission execution",8fbee92ca785902277e28eb34be706977790ba21
sel-airborne-intelligence-surveillance-and-reconnaissance-e98612e433,2.3,2,"Plans, programs, and budgets for resources to ensure equipment availability for training and operational mission execution.",545764cb4dde08e0d573cdbc59c8dee5dd6a7d31
sel-airborne-intelligence-surveillance-and-reconnaissance-e98612e433,2.4,3,Evaluates effectiveness of squadron programs that support Airmen or enable operations.,032bbf2307efc8dd9bd64082e3bd210c0f0960a1
sel-airborne-intelligence-surveillance-and-reconnaissance-e98612e433,2.5,4,Analyzes national defense guidance and strategic objectives to ensure operational policy supports execution and Airmen understand roles in mission.,69892509474e33b596abecee9e3dc9594169d043
sel-airborne-intelligence-surveillance-and-reconnaissance-e98612e433,2.6,5,"Can fly as primary aircrew onboard a wide variety of aircraft to operate, evaluate and manage airborne ISR information and related ground processing systems",484b6213df0597735b0247803e024c3f7dd9ef4d
airborne-cryptologic-language-analyst-54981e8af1,2.1,0,Performs and assists in mission planning.,f6e60ce038a9cac04d7f781d05709a90f3a4496a
airborne-cryptologic-language-analyst-54981e8af1,2.1,1,Provides mission planning inputs to maximize mission success.,3d666b863793a4584cadc9d90e5f5fded08ecc88
airborne-cryptologic-language-analyst-54981e8af1,2.1,2,Prepares and distributes operational intelligence information to crew.,294440b5fbf99814ff7a4b544c6e0aefa7a96c8f
airborne-cryptologic-language-analyst-54981e8af1,2.1,3,Coordinates mission profile requirements and priorities.,a8bc732a13c0371fbe0f3c7562ebbb95d7e36f65
airborne-cryptologic-language-analyst-54981e8af1,2.1,4,Prepares mission data files and technical aids.,bd3a980018571ca18da25fabba6003941d8b7637
airborne-cryptologic-language-analyst-54981e8af1,2.1,5,"Review status of mission aircraft, targets, and air tasking order information.",a08380a5f6cbeffcfcdfac66e08cd48fca7a688c
airborne-cryptologic-language-analyst-54981e8af1,2.1,6,Monitors employment of other assigned air assets and operations.,d649b7daf9b66d6a8449f7a4649366f4c684fde8
airborne-cryptologic-language-analyst-54981e8af1,2.2,7,"Processes, exploits, analyzes, and disseminates signal intelligence information in an airborne environment.",79ce38f21d55269ed58308cf6c709809316343b4
airborne-cryptologic-language-analyst-54981e8af1,2.2,8,Operates airborne signals intelligence systems and executes mission within standard requirements.,968cc4dfa9a3d219553facbfafc28b9c5ccbc95a
airborne-cryptologic-language-analyst-54981e8af1,2.2,9,Performs frequency search missions over specified portions of the radio spectrum with sophisticated computerized radio spectrum with sophisticated computerized radio receiver suites.,fc743a741d0ac0eee63850878af73ebae1f67684
airborne-cryptologic-language-analyst-54981e8af1,2.2,10,Tunes and records data as needed.,7c9e3615cba7430d16ec55d379dedefc4ad26b84
airborne-cryptologic-language-analyst-54981e8af1,2.2,11,"Monitors, complies, and examines signals intelligence information.",3073299df7eb9e7ec155a148e4f903ae7264114c
airborne-cryptologic-language-analyst-54981e8af1,2.2,12,"Translates, evaluates, and locates assigned communications.",131ad7d338762545e11deeabc3f937312236efd5
airborne-cryptologic-language-analyst-54981e8af1,2.2,13,Records and correlates data from displays and in-flight intelligence data and database flies to perform preliminary analysis.,5f5ae8768fe63394825a0d35a95b6038aaa5b32e
airborne-cryptologic-language-analyst-54981e8af1,2.2,14,Identifies and analyzes traffic for reportable significance.,9d57f18ecad9b4fed13a3edf6776f9153203ae3d
airborne-cryptologic-language-analyst-54981e8af1,2.2,15,Improves analytical methods and procedures and maximizes operational effectiveness.,c84ebcf96df285d9a6a0a7c19ec535011e708f8d
airborne-cryptologic-language-analyst-54981e8af1,2.2,16,Compiles operational data for mission reports.,5c47527380e4d321e331ab720a9eae5619eb92a1
airborne-cryptologic-language-analyst-54981e8af1,2.2,17,"Ensures accuracy, completeness, format, and compliance with current directives and mission system performance engineering, preventive maintenance programs, and aircrew procedures.",f60905a3e6a6bbb034fc8abf8632594d1e2910c5
airborne-cryptologic-language-analyst-54981e8af1,2.3,18,Provides threat warning and actionable intelligence to customers as required.,e41de457027442f968cf3667b0daba6d1b59475f
airborne-cryptologic-language-analyst-54981e8af1,2.3,19,"Achieves and maintains situational awareness of impending/ongoing air, ground, and maritime combat operations.",e268bafc9993405c90f8170023c48bad78fae82f
airborne-cryptologic-language-analyst-54981e8af1,2.3,20,"Employs intelligence information systems to satisfy air, ground, and maritime force intelligence and threat warning requirements.",b4fb3c183ccc1bdc9c1a6c83547e03cd4a44cb09
airborne-cryptologic-language-analyst-54981e8af1,2.3,21,Provides threat warning information to aircrews and other agencies.,63debd5afe6e08d8bcfea7e3dc7c31ffb327a32c
airborne-cryptologic-language-analyst-54981e8af1,2.3,22,"Coordinates with airborne, ground, and maritime agencies to distribute and relay operational threat and identification data.",b7a2b9176ffd1107c20b8156af1a122a23d702a6
airborne-cryptologic-language-analyst-54981e8af1,2.3,23,Transmits identification and other mission information.,5475b27b309c7c6d36fb9d6ee9ab47ffe0b51538
airborne-cryptologic-language-analyst-54981e8af1,2.3,24,"Knowledgeable of U.S. and allied operations such as interception, interdiction, Close Air Support (CAS), Combat Search and Rescue (CSAR), Combat Air Patrol (CAP), reconnaissance, Offensive or Defensive Counter Air (OCA/DCA), Suppression of Enemy Air Defenses (SEAD), and Special Operations Forces (SOF).",de9f316adbe8c08f9343a813cc61246602329c71
airborne-cryptologic-language-analyst-54981e8af1,2.3,25,See MDS specific doctrine mission statements.,bc56adce9eca59de4b3e65a29b6225866e8b111a
airborne-cryptologic-language-analyst-54981e8af1,2.4,26,Coordinates and exchanges identification information.,d56a25d73736289dcd2556bfc6f87b1c047d3bcb
airborne-cryptologic-language-analyst-54981e8af1,2.4,27,Coordinates with aerospace rescue and recovery services and operations.,69c60092846cfae43c8cf6493d0f5a87e23515fd
airborne-cryptologic-language-analyst-54981e8af1,2.4,28,Maintains liaison with reporting agencies required for mission execution.,52ead2183ffbdaf5524968c517bac7e0323fe63d
airborne-cryptologic-language-analyst-54981e8af1,2.5,29,Performs aircrew duties.,db9a2f65b322c4fd09d596782f3fa37216feb951
airborne-cryptologic-language-analyst-54981e8af1,2.5,30,"Demonstrates and maintains proficiency in emergency equipment use and procedures, and egress.",e428e7bfc4d7ecce07afe43266c0741c6862c0b9
airborne-cryptologic-language-analyst-54981e8af1,2.5,31,"Performs pre-flight, in-flight, and post-flight inspections.",8ad0860bb1a5c1eb7ef2b6ab4b1a923284119660
